W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,J
[2.60692475e+17],[2.60692475e+17],[2.60692475e+17],[2.60692475e+17],[2.60692475e+17],[2.60692475e+17],[2.60692475e+17],[2.60692475e+17],[2.60692475e+17],[2.60692475e+17],[2.60692475e+17],[2.60692475e+17],[[6.73928401e+38]]
[-4.90960177e+18],[-4.90960177e+18],[-4.90960177e+18],[-4.90960177e+18],[-4.90960177e+18],[-4.90960177e+18],[-4.90960177e+18],[-4.90960177e+18],[-4.90960177e+18],[-4.90960177e+18],[-4.90960177e+18],[-4.90960177e+18],[[2.3902829e+41]]
[9.2462161e+19],[9.2462161e+19],[9.2462161e+19],[9.2462161e+19],[9.2462161e+19],[9.2462161e+19],[9.2462161e+19],[9.2462161e+19],[9.2462161e+19],[9.2462161e+19],[9.2462161e+19],[9.2462161e+19],[[8.47783283e+43]]
[-1.74133293e+21],[-1.74133293e+21],[-1.74133293e+21],[-1.74133293e+21],[-1.74133293e+21],[-1.74133293e+21],[-1.74133293e+21],[-1.74133293e+21],[-1.74133293e+21],[-1.74133293e+21],[-1.74133293e+21],[-1.74133293e+21],[[3.00690975e+46]]
[3.27943921e+22],[3.27943921e+22],[3.27943921e+22],[3.27943921e+22],[3.27943921e+22],[3.27943921e+22],[3.27943921e+22],[3.27943921e+22],[3.27943921e+22],[3.27943921e+22],[3.27943921e+22],[3.27943921e+22],[[1.06648791e+49]]
[-6.1761432e+23],[-6.1761432e+23],[-6.1761432e+23],[-6.1761432e+23],[-6.1761432e+23],[-6.1761432e+23],[-6.1761432e+23],[-6.1761432e+23],[-6.1761432e+23],[-6.1761432e+23],[-6.1761432e+23],[-6.1761432e+23],[[3.78260928e+51]]
[1.1631484e+25],[1.1631484e+25],[1.1631484e+25],[1.1631484e+25],[1.1631484e+25],[1.1631484e+25],[1.1631484e+25],[1.1631484e+25],[1.1631484e+25],[1.1631484e+25],[1.1631484e+25],[1.1631484e+25],[[1.34161229e+54]]
[-2.19054864e+26],[-2.19054864e+26],[-2.19054864e+26],[-2.19054864e+26],[-2.19054864e+26],[-2.19054864e+26],[-2.19054864e+26],[-2.19054864e+26],[-2.19054864e+26],[-2.19054864e+26],[-2.19054864e+26],[-2.19054864e+26],[[4.75841782e+56]]
[4.12544379e+27],[4.12544379e+27],[4.12544379e+27],[4.12544379e+27],[4.12544379e+27],[4.12544379e+27],[4.12544379e+27],[4.12544379e+27],[4.12544379e+27],[4.12544379e+27],[4.12544379e+27],[4.12544379e+27],[[1.68771114e+59]]
[-7.76941727e+28],[-7.76941727e+28],[-7.76941727e+28],[-7.76941727e+28],[-7.76941727e+28],[-7.76941727e+28],[-7.76941727e+28],[-7.76941727e+28],[-7.76941727e+28],[-7.76941727e+28],[-7.76941727e+28],[-7.76941727e+28],[[5.98595796e+61]]
[1.46320851e+30],[1.46320851e+30],[1.46320851e+30],[1.46320851e+30],[1.46320851e+30],[1.46320851e+30],[1.46320851e+30],[1.46320851e+30],[1.46320851e+30],[1.46320851e+30],[1.46320851e+30],[1.46320851e+30],[[2.12309392e+64]]
[-2.75564959e+31],[-2.75564959e+31],[-2.75564959e+31],[-2.75564959e+31],[-2.75564959e+31],[-2.75564959e+31],[-2.75564959e+31],[-2.75564959e+31],[-2.75564959e+31],[-2.75564959e+31],[-2.75564959e+31],[-2.75564959e+31],[[7.53016951e+66]]
[5.18969415e+32],[5.18969415e+32],[5.18969415e+32],[5.18969415e+32],[5.18969415e+32],[5.18969415e+32],[5.18969415e+32],[5.18969415e+32],[5.18969415e+32],[5.18969415e+32],[5.18969415e+32],[5.18969415e+32],[[2.67079342e+69]]
[-9.77371197e+33],[-9.77371197e+33],[-9.77371197e+33],[-9.77371197e+33],[-9.77371197e+33],[-9.77371197e+33],[-9.77371197e+33],[-9.77371197e+33],[-9.77371197e+33],[-9.77371197e+33],[-9.77371197e+33],[-9.77371197e+33],[[9.4727449e+71]]
[1.84067583e+35],[1.84067583e+35],[1.84067583e+35],[1.84067583e+35],[1.84067583e+35],[1.84067583e+35],[1.84067583e+35],[1.84067583e+35],[1.84067583e+35],[1.84067583e+35],[1.84067583e+35],[1.84067583e+35],[[3.35978423e+74]]
[-3.46653094e+36],[-3.46653094e+36],[-3.46653094e+36],[-3.46653094e+36],[-3.46653094e+36],[-3.46653094e+36],[-3.46653094e+36],[-3.46653094e+36],[-3.46653094e+36],[-3.46653094e+36],[-3.46653094e+36],[-3.46653094e+36],[[1.1916451e+77]]
[6.52849166e+37],[6.52849166e+37],[6.52849166e+37],[6.52849166e+37],[6.52849166e+37],[6.52849166e+37],[6.52849166e+37],[6.52849166e+37],[6.52849166e+37],[6.52849166e+37],[6.52849166e+37],[6.52849166e+37],[[4.2265156e+79]]
[-1.22950592e+39],[-1.22950592e+39],[-1.22950592e+39],[-1.22950592e+39],[-1.22950592e+39],[-1.22950592e+39],[-1.22950592e+39],[-1.22950592e+39],[-1.22950592e+39],[-1.22950592e+39],[-1.22950592e+39],[-1.22950592e+39],[[1.49905657e+82]]
[2.31551926e+40],[2.31551926e+40],[2.31551926e+40],[2.31551926e+40],[2.31551926e+40],[2.31551926e+40],[2.31551926e+40],[2.31551926e+40],[2.31551926e+40],[2.31551926e+40],[2.31551926e+40],[2.31551926e+40],[[5.3168397e+84]]
[-4.36080002e+41],[-4.36080002e+41],[-4.36080002e+41],[-4.36080002e+41],[-4.36080002e+41],[-4.36080002e+41],[-4.36080002e+41],[-4.36080002e+41],[-4.36080002e+41],[-4.36080002e+41],[-4.36080002e+41],[-4.36080002e+41],[[1.88577169e+87]]
[8.21266188e+42],[8.21266188e+42],[8.21266188e+42],[8.21266188e+42],[8.21266188e+42],[8.21266188e+42],[8.21266188e+42],[8.21266188e+42],[8.21266188e+42],[8.21266188e+42],[8.21266188e+42],[8.21266188e+42],[[6.68843724e+89]]
[-1.54668444e+44],[-1.54668444e+44],[-1.54668444e+44],[-1.54668444e+44],[-1.54668444e+44],[-1.54668444e+44],[-1.54668444e+44],[-1.54668444e+44],[-1.54668444e+44],[-1.54668444e+44],[-1.54668444e+44],[-1.54668444e+44],[[2.37224861e+92]]
[2.91285917e+45],[2.91285917e+45],[2.91285917e+45],[2.91285917e+45],[2.91285917e+45],[2.91285917e+45],[2.91285917e+45],[2.91285917e+45],[2.91285917e+45],[2.91285917e+45],[2.91285917e+45],[2.91285917e+45],[[8.413869e+94]]
[-5.48576577e+46],[-5.48576577e+46],[-5.48576577e+46],[-5.48576577e+46],[-5.48576577e+46],[-5.48576577e+46],[-5.48576577e+46],[-5.48576577e+46],[-5.48576577e+46],[-5.48576577e+46],[-5.48576577e+46],[-5.48576577e+46],[[2.98422312e+97]]
[1.03313014e+48],[1.03313014e+48],[1.03313014e+48],[1.03313014e+48],[1.03313014e+48],[1.03313014e+48],[1.03313014e+48],[1.03313014e+48],[1.03313014e+48],[1.03313014e+48],[1.03313014e+48],[1.03313014e+48],[[1.05844144e+100]]
[-1.94568623e+49],[-1.94568623e+49],[-1.94568623e+49],[-1.94568623e+49],[-1.94568623e+49],[-1.94568623e+49],[-1.94568623e+49],[-1.94568623e+49],[-1.94568623e+49],[-1.94568623e+49],[-1.94568623e+49],[-1.94568623e+49],[[3.75407012e+102]]
[3.66429625e+50],[3.66429625e+50],[3.66429625e+50],[3.66429625e+50],[3.66429625e+50],[3.66429625e+50],[3.66429625e+50],[3.66429625e+50],[3.66429625e+50],[3.66429625e+50],[3.66429625e+50],[3.66429625e+50],[[1.33149005e+105]]
[-6.90094157e+51],[-6.90094157e+51],[-6.90094157e+51],[-6.90094157e+51],[-6.90094157e+51],[-6.90094157e+51],[-6.90094157e+51],[-6.90094157e+51],[-6.90094157e+51],[-6.90094157e+51],[-6.90094157e+51],[-6.90094157e+51],[[4.72251635e+107]]
[1.29964914e+53],[1.29964914e+53],[1.29964914e+53],[1.29964914e+53],[1.29964914e+53],[1.29964914e+53],[1.29964914e+53],[1.29964914e+53],[1.29964914e+53],[1.29964914e+53],[1.29964914e+53],[1.29964914e+53],[[1.67497764e+110]]
[-2.44761945e+54],[-2.44761945e+54],[-2.44761945e+54],[-2.44761945e+54],[-2.44761945e+54],[-2.44761945e+54],[-2.44761945e+54],[-2.44761945e+54],[-2.44761945e+54],[-2.44761945e+54],[-2.44761945e+54],[-2.44761945e+54],[[5.94079491e+112]]
[4.6095833e+55],[4.6095833e+55],[4.6095833e+55],[4.6095833e+55],[4.6095833e+55],[4.6095833e+55],[4.6095833e+55],[4.6095833e+55],[4.6095833e+55],[4.6095833e+55],[4.6095833e+55],[4.6095833e+55],[[2.10707553e+115]]
[-8.68119357e+56],[-8.68119357e+56],[-8.68119357e+56],[-8.68119357e+56],[-8.68119357e+56],[-8.68119357e+56],[-8.68119357e+56],[-8.68119357e+56],[-8.68119357e+56],[-8.68119357e+56],[-8.68119357e+56],[-8.68119357e+56],[[7.47335563e+117]]
[1.63492266e+58],[1.63492266e+58],[1.63492266e+58],[1.63492266e+58],[1.63492266e+58],[1.63492266e+58],[1.63492266e+58],[1.63492266e+58],[1.63492266e+58],[1.63492266e+58],[1.63492266e+58],[1.63492266e+58],[[2.65064273e+120]]
[-3.07903755e+59],[-3.07903755e+59],[-3.07903755e+59],[-3.07903755e+59],[-3.07903755e+59],[-3.07903755e+59],[-3.07903755e+59],[-3.07903755e+59],[-3.07903755e+59],[-3.07903755e+59],[-3.07903755e+59],[-3.07903755e+59],[[9.40127462e+122]]
[5.79872826e+60],[5.79872826e+60],[5.79872826e+60],[5.79872826e+60],[5.79872826e+60],[5.79872826e+60],[5.79872826e+60],[5.79872826e+60],[5.79872826e+60],[5.79872826e+60],[5.79872826e+60],[5.79872826e+60],[[3.33443522e+125]]
[-1.09207013e+62],[-1.09207013e+62],[-1.09207013e+62],[-1.09207013e+62],[-1.09207013e+62],[-1.09207013e+62],[-1.09207013e+62],[-1.09207013e+62],[-1.09207013e+62],[-1.09207013e+62],[-1.09207013e+62],[-1.09207013e+62],[[1.18265434e+128]]
[2.05668747e+63],[2.05668747e+63],[2.05668747e+63],[2.05668747e+63],[2.05668747e+63],[2.05668747e+63],[2.05668747e+63],[2.05668747e+63],[2.05668747e+63],[2.05668747e+63],[2.05668747e+63],[2.05668747e+63],[[4.19462725e+130]]
[-3.87334405e+64],[-3.87334405e+64],[-3.87334405e+64],[-3.87334405e+64],[-3.87334405e+64],[-3.87334405e+64],[-3.87334405e+64],[-3.87334405e+64],[-3.87334405e+64],[-3.87334405e+64],[-3.87334405e+64],[-3.87334405e+64],[[1.48774644e+133]]
[7.29463972e+65],[7.29463972e+65],[7.29463972e+65],[7.29463972e+65],[7.29463972e+65],[7.29463972e+65],[7.29463972e+65],[7.29463972e+65],[7.29463972e+65],[7.29463972e+65],[7.29463972e+65],[7.29463972e+65],[[5.27672503e+135]]
[-1.37379401e+67],[-1.37379401e+67],[-1.37379401e+67],[-1.37379401e+67],[-1.37379401e+67],[-1.37379401e+67],[-1.37379401e+67],[-1.37379401e+67],[-1.37379401e+67],[-1.37379401e+67],[-1.37379401e+67],[-1.37379401e+67],[[1.87154385e+138]]
[2.58725593e+68],[2.58725593e+68],[2.58725593e+68],[2.58725593e+68],[2.58725593e+68],[2.58725593e+68],[2.58725593e+68],[2.58725593e+68],[2.58725593e+68],[2.58725593e+68],[2.58725593e+68],[2.58725593e+68],[[6.63797409e+140]]
[-4.87255965e+69],[-4.87255965e+69],[-4.87255965e+69],[-4.87255965e+69],[-4.87255965e+69],[-4.87255965e+69],[-4.87255965e+69],[-4.87255965e+69],[-4.87255965e+69],[-4.87255965e+69],[-4.87255965e+69],[-4.87255965e+69],[[2.35435039e+143]]
[9.17645494e+70],[9.17645494e+70],[9.17645494e+70],[9.17645494e+70],[9.17645494e+70],[9.17645494e+70],[9.17645494e+70],[9.17645494e+70],[9.17645494e+70],[9.17645494e+70],[9.17645494e+70],[9.17645494e+70],[[8.35038776e+145]]
[-1.72819486e+72],[-1.72819486e+72],[-1.72819486e+72],[-1.72819486e+72],[-1.72819486e+72],[-1.72819486e+72],[-1.72819486e+72],[-1.72819486e+72],[-1.72819486e+72],[-1.72819486e+72],[-1.72819486e+72],[-1.72819486e+72],[[2.96170765e+148]]
[3.25469638e+73],[3.25469638e+73],[3.25469638e+73],[3.25469638e+73],[3.25469638e+73],[3.25469638e+73],[3.25469638e+73],[3.25469638e+73],[3.25469638e+73],[3.25469638e+73],[3.25469638e+73],[3.25469638e+73],[[1.05045568e+151]]
[-6.12954523e+74],[-6.12954523e+74],[-6.12954523e+74],[-6.12954523e+74],[-6.12954523e+74],[-6.12954523e+74],[-6.12954523e+74],[-6.12954523e+74],[-6.12954523e+74],[-6.12954523e+74],[-6.12954523e+74],[-6.12954523e+74],[[3.72574629e+153]]
[1.15437264e+76],[1.15437264e+76],[1.15437264e+76],[1.15437264e+76],[1.15437264e+76],[1.15437264e+76],[1.15437264e+76],[1.15437264e+76],[1.15437264e+76],[1.15437264e+76],[1.15437264e+76],[1.15437264e+76],[[1.32144418e+156]]
[-2.17402132e+77],[-2.17402132e+77],[-2.17402132e+77],[-2.17402132e+77],[-2.17402132e+77],[-2.17402132e+77],[-2.17402132e+77],[-2.17402132e+77],[-2.17402132e+77],[-2.17402132e+77],[-2.17402132e+77],[-2.17402132e+77],[[4.68688575e+158]]
[4.094318e+78],[4.094318e+78],[4.094318e+78],[4.094318e+78],[4.094318e+78],[4.094318e+78],[4.094318e+78],[4.094318e+78],[4.094318e+78],[4.094318e+78],[4.094318e+78],[4.094318e+78],[[1.66234022e+161]]
[-7.71079831e+79],[-7.71079831e+79],[-7.71079831e+79],[-7.71079831e+79],[-7.71079831e+79],[-7.71079831e+79],[-7.71079831e+79],[-7.71079831e+79],[-7.71079831e+79],[-7.71079831e+79],[-7.71079831e+79],[-7.71079831e+79],[[5.8959726e+163]]
[1.45216885e+81],[1.45216885e+81],[1.45216885e+81],[1.45216885e+81],[1.45216885e+81],[1.45216885e+81],[1.45216885e+81],[1.45216885e+81],[1.45216885e+81],[1.45216885e+81],[1.45216885e+81],[1.45216885e+81],[[2.091178e+166]]
[-2.73485867e+82],[-2.73485867e+82],[-2.73485867e+82],[-2.73485867e+82],[-2.73485867e+82],[-2.73485867e+82],[-2.73485867e+82],[-2.73485867e+82],[-2.73485867e+82],[-2.73485867e+82],[-2.73485867e+82],[-2.73485867e+82],[[7.41697041e+168]]
[5.15053877e+83],[5.15053877e+83],[5.15053877e+83],[5.15053877e+83],[5.15053877e+83],[5.15053877e+83],[5.15053877e+83],[5.15053877e+83],[5.15053877e+83],[5.15053877e+83],[5.15053877e+83],[5.15053877e+83],[[2.63064407e+171]]
[-9.69997094e+84],[-9.69997094e+84],[-9.69997094e+84],[-9.69997094e+84],[-9.69997094e+84],[-9.69997094e+84],[-9.69997094e+84],[-9.69997094e+84],[-9.69997094e+84],[-9.69997094e+84],[-9.69997094e+84],[-9.69997094e+84],[[9.33034357e+173]]
[1.82678823e+86],[1.82678823e+86],[1.82678823e+86],[1.82678823e+86],[1.82678823e+86],[1.82678823e+86],[1.82678823e+86],[1.82678823e+86],[1.82678823e+86],[1.82678823e+86],[1.82678823e+86],[1.82678823e+86],[[3.30927746e+176]]
[-3.44037654e+87],[-3.44037654e+87],[-3.44037654e+87],[-3.44037654e+87],[-3.44037654e+87],[-3.44037654e+87],[-3.44037654e+87],[-3.44037654e+87],[-3.44037654e+87],[-3.44037654e+87],[-3.44037654e+87],[-3.44037654e+87],[[1.17373141e+179]]
[6.47923528e+88],[6.47923528e+88],[6.47923528e+88],[6.47923528e+88],[6.47923528e+88],[6.47923528e+88],[6.47923528e+88],[6.47923528e+88],[6.47923528e+88],[6.47923528e+88],[6.47923528e+88],[6.47923528e+88],[[4.16297948e+181]]
[-1.22022951e+90],[-1.22022951e+90],[-1.22022951e+90],[-1.22022951e+90],[-1.22022951e+90],[-1.22022951e+90],[-1.22022951e+90],[-1.22022951e+90],[-1.22022951e+90],[-1.22022951e+90],[-1.22022951e+90],[-1.22022951e+90],[[1.47652164e+184]]
[2.29804906e+91],[2.29804906e+91],[2.29804906e+91],[2.29804906e+91],[2.29804906e+91],[2.29804906e+91],[2.29804906e+91],[2.29804906e+91],[2.29804906e+91],[2.29804906e+91],[2.29804906e+91],[2.29804906e+91],[[5.23691301e+186]]
[-4.32789851e+92],[-4.32789851e+92],[-4.32789851e+92],[-4.32789851e+92],[-4.32789851e+92],[-4.32789851e+92],[-4.32789851e+92],[-4.32789851e+92],[-4.32789851e+92],[-4.32789851e+92],[-4.32789851e+92],[-4.32789851e+92],[[1.85742337e+189]]
[8.15069872e+93],[8.15069872e+93],[8.15069872e+93],[8.15069872e+93],[8.15069872e+93],[8.15069872e+93],[8.15069872e+93],[8.15069872e+93],[8.15069872e+93],[8.15069872e+93],[8.15069872e+93],[8.15069872e+93],[[6.58789168e+191]]
[-1.53501496e+95],[-1.53501496e+95],[-1.53501496e+95],[-1.53501496e+95],[-1.53501496e+95],[-1.53501496e+95],[-1.53501496e+95],[-1.53501496e+95],[-1.53501496e+95],[-1.53501496e+95],[-1.53501496e+95],[-1.53501496e+95],[[2.33658721e+194]]
[2.89088213e+96],[2.89088213e+96],[2.89088213e+96],[2.89088213e+96],[2.89088213e+96],[2.89088213e+96],[2.89088213e+96],[2.89088213e+96],[2.89088213e+96],[2.89088213e+96],[2.89088213e+96],[2.89088213e+96],[[8.28738547e+196]]
[-5.44437658e+97],[-5.44437658e+97],[-5.44437658e+97],[-5.44437658e+97],[-5.44437658e+97],[-5.44437658e+97],[-5.44437658e+97],[-5.44437658e+97],[-5.44437658e+97],[-5.44437658e+97],[-5.44437658e+97],[-5.44437658e+97],[[2.93936206e+199]]
[1.02533535e+99],[1.02533535e+99],[1.02533535e+99],[1.02533535e+99],[1.02533535e+99],[1.02533535e+99],[1.02533535e+99],[1.02533535e+99],[1.02533535e+99],[1.02533535e+99],[1.02533535e+99],[1.02533535e+99],[[1.04253016e+202]]
[-1.93100635e+100],[-1.93100635e+100],[-1.93100635e+100],[-1.93100635e+100],[-1.93100635e+100],[-1.93100635e+100],[-1.93100635e+100],[-1.93100635e+100],[-1.93100635e+100],[-1.93100635e+100],[-1.93100635e+100],[-1.93100635e+100],[[3.69763615e+204]]
[3.63664974e+101],[3.63664974e+101],[3.63664974e+101],[3.63664974e+101],[3.63664974e+101],[3.63664974e+101],[3.63664974e+101],[3.63664974e+101],[3.63664974e+101],[3.63664974e+101],[3.63664974e+101],[3.63664974e+101],[[1.3114741e+207]]
[-6.84887511e+102],[-6.84887511e+102],[-6.84887511e+102],[-6.84887511e+102],[-6.84887511e+102],[-6.84887511e+102],[-6.84887511e+102],[-6.84887511e+102],[-6.84887511e+102],[-6.84887511e+102],[-6.84887511e+102],[-6.84887511e+102],[[4.65152398e+209]]
[1.2898435e+104],[1.2898435e+104],[1.2898435e+104],[1.2898435e+104],[1.2898435e+104],[1.2898435e+104],[1.2898435e+104],[1.2898435e+104],[1.2898435e+104],[1.2898435e+104],[1.2898435e+104],[1.2898435e+104],[[1.64979814e+212]]
[-2.42915257e+105],[-2.42915257e+105],[-2.42915257e+105],[-2.42915257e+105],[-2.42915257e+105],[-2.42915257e+105],[-2.42915257e+105],[-2.42915257e+105],[-2.42915257e+105],[-2.42915257e+105],[-2.42915257e+105],[-2.42915257e+105],[[5.85148847e+214]]
[4.57480476e+106],[4.57480476e+106],[4.57480476e+106],[4.57480476e+106],[4.57480476e+106],[4.57480476e+106],[4.57480476e+106],[4.57480476e+106],[4.57480476e+106],[4.57480476e+106],[4.57480476e+106],[4.57480476e+106],[[2.07540041e+217]]
[-8.61569541e+107],[-8.61569541e+107],[-8.61569541e+107],[-8.61569541e+107],[-8.61569541e+107],[-8.61569541e+107],[-8.61569541e+107],[-8.61569541e+107],[-8.61569541e+107],[-8.61569541e+107],[-8.61569541e+107],[-8.61569541e+107],[[7.3610106e+219]]
[1.62258744e+109],[1.62258744e+109],[1.62258744e+109],[1.62258744e+109],[1.62258744e+109],[1.62258744e+109],[1.62258744e+109],[1.62258744e+109],[1.62258744e+109],[1.62258744e+109],[1.62258744e+109],[1.62258744e+109],[[2.6107963e+222]]
[-3.05580672e+110],[-3.05580672e+110],[-3.05580672e+110],[-3.05580672e+110],[-3.05580672e+110],[-3.05580672e+110],[-3.05580672e+110],[-3.05580672e+110],[-3.05580672e+110],[-3.05580672e+110],[-3.05580672e+110],[-3.05580672e+110],[[9.25994768e+224]]
[5.75497782e+111],[5.75497782e+111],[5.75497782e+111],[5.75497782e+111],[5.75497782e+111],[5.75497782e+111],[5.75497782e+111],[5.75497782e+111],[5.75497782e+111],[5.75497782e+111],[5.75497782e+111],[5.75497782e+111],[[3.28430951e+227]]
[-1.08383065e+113],[-1.08383065e+113],[-1.08383065e+113],[-1.08383065e+113],[-1.08383065e+113],[-1.08383065e+113],[-1.08383065e+113],[-1.08383065e+113],[-1.08383065e+113],[-1.08383065e+113],[-1.08383065e+113],[-1.08383065e+113],[[1.1648758e+230]]
[2.0411701e+114],[2.0411701e+114],[2.0411701e+114],[2.0411701e+114],[2.0411701e+114],[2.0411701e+114],[2.0411701e+114],[2.0411701e+114],[2.0411701e+114],[2.0411701e+114],[2.0411701e+114],[2.0411701e+114],[[4.1315705e+232]]
[-3.84412031e+115],[-3.84412031e+115],[-3.84412031e+115],[-3.84412031e+115],[-3.84412031e+115],[-3.84412031e+115],[-3.84412031e+115],[-3.84412031e+115],[-3.84412031e+115],[-3.84412031e+115],[-3.84412031e+115],[-3.84412031e+115],[[1.46538153e+235]]
[7.23960287e+116],[7.23960287e+116],[7.23960287e+116],[7.23960287e+116],[7.23960287e+116],[7.23960287e+116],[7.23960287e+116],[7.23960287e+116],[7.23960287e+116],[7.23960287e+116],[7.23960287e+116],[7.23960287e+116],[[5.19740138e+237]]
[-1.36342897e+118],[-1.36342897e+118],[-1.36342897e+118],[-1.36342897e+118],[-1.36342897e+118],[-1.36342897e+118],[-1.36342897e+118],[-1.36342897e+118],[-1.36342897e+118],[-1.36342897e+118],[-1.36342897e+118],[-1.36342897e+118],[[1.84340942e+240]]
[2.56773552e+119],[2.56773552e+119],[2.56773552e+119],[2.56773552e+119],[2.56773552e+119],[2.56773552e+119],[2.56773552e+119],[2.56773552e+119],[2.56773552e+119],[2.56773552e+119],[2.56773552e+119],[2.56773552e+119],[[6.53818714e+242]]
[-4.835797e+120],[-4.835797e+120],[-4.835797e+120],[-4.835797e+120],[-4.835797e+120],[-4.835797e+120],[-4.835797e+120],[-4.835797e+120],[-4.835797e+120],[-4.835797e+120],[-4.835797e+120],[-4.835797e+120],[[2.31895805e+245]]
[9.10722012e+121],[9.10722012e+121],[9.10722012e+121],[9.10722012e+121],[9.10722012e+121],[9.10722012e+121],[9.10722012e+121],[9.10722012e+121],[9.10722012e+121],[9.10722012e+121],[9.10722012e+121],[9.10722012e+121],[[8.22485853e+247]]
[-1.71515592e+123],[-1.71515592e+123],[-1.71515592e+123],[-1.71515592e+123],[-1.71515592e+123],[-1.71515592e+123],[-1.71515592e+123],[-1.71515592e+123],[-1.71515592e+123],[-1.71515592e+123],[-1.71515592e+123],[-1.71515592e+123],[[2.91718507e+250]]
[3.23014024e+124],[3.23014024e+124],[3.23014024e+124],[3.23014024e+124],[3.23014024e+124],[3.23014024e+124],[3.23014024e+124],[3.23014024e+124],[3.23014024e+124],[3.23014024e+124],[3.23014024e+124],[3.23014024e+124],[[1.03466445e+253]]
[-6.08329883e+125],[-6.08329883e+125],[-6.08329883e+125],[-6.08329883e+125],[-6.08329883e+125],[-6.08329883e+125],[-6.08329883e+125],[-6.08329883e+125],[-6.08329883e+125],[-6.08329883e+125],[-6.08329883e+125],[-6.08329883e+125],[[3.6697381e+255]]
